Date,Hour,Temperature
5/4/22,1,17.8
5/4/22,2,17.5
5/4/22,3,17.1
5/4/22,4,17.2
5/4/22,5,17.1
5/4/22,6,17.3
5/4/22,7,17.2
5/4/22,8,16.3
5/4/22,9,16.4
5/4/22,10,16.3
5/4/22,11,16.9
5/4/22,12,18.7
5/4/22,13,19.5
5/4/22,14,19.9
5/4/22,15,22.3
5/4/22,16,22.7
5/4/22,17,22.2
5/4/22,18,22.3
5/4/22,19,22
5/4/22,20,20.9
5/4/22,21,19.3
5/4/22,22,18.1
5/4/22,23,17.5
6/4/22,0,17.3
6/4/22,1,17.2
6/4/22,2,17.1
6/4/22,3,16.8
6/4/22,4,16.6
6/4/22,5,16.4
6/4/22,6,16.3
6/4/22,7,16
6/4/22,8,15.7
6/4/22,9,15.7
6/4/22,10,15.8
6/4/22,11,16.9
6/4/22,12,19.1
6/4/22,13,20.7
6/4/22,14,22.5
6/4/22,15,23.6
6/4/22,16,25.2
6/4/22,17,26.3
6/4/22,18,26.7
6/4/22,19,24.5
6/4/22,20,23.4
6/4/22,21,21.3
6/4/22,22,20
6/4/22,23,19.4
7/4/22,0,19.2
7/4/22,1,18.8
7/4/22,2,18.5
7/4/22,3,18.4
7/4/22,4,18.3
7/4/22,5,18
7/4/22,6,17.4
7/4/22,7,17.2
7/4/22,8,17
7/4/22,9,17.2
7/4/22,10,17.5
7/4/22,11,17.9
7/4/22,12,18.5
7/4/22,13,19.2
7/4/22,14,19.8
7/4/22,15,19.9
7/4/22,16,20.2
7/4/22,17,20.3
7/4/22,18,20
7/4/22,19,19.2
7/4/22,20,19
7/4/22,21,18.8
7/4/22,22,18.5
7/4/22,23,18.6
8/4/22,0,18.4
8/4/22,1,17.4
8/4/22,2,18.2
8/4/22,3,18.4
8/4/22,4,18.1
8/4/22,5,18.7
8/4/22,6,18.9
8/4/22,7,18.3
8/4/22,8,18.3
8/4/22,9,18
8/4/22,10,18
8/4/22,11,18.3
8/4/22,12,18.1
8/4/22,13,18.3
8/4/22,14,19.7
8/4/22,15,20.7
8/4/22,16,21.2
8/4/22,17,22.9
8/4/22,18,22.7
8/4/22,19,21.3
8/4/22,20,20.9
8/4/22,21,19.4
8/4/22,22,18.7
8/4/22,23,18.3
9/4/22,0,18.1
9/4/22,1,18.1
9/4/22,2,18.2
9/4/22,3,18.1
9/4/22,4,17.9
9/4/22,5,17.6
9/4/22,6,17.8
9/4/22,7,17.5
9/4/22,8,17.5
9/4/22,9,17.5
9/4/22,10,17.5
9/4/22,11,18.2
9/4/22,12,19
9/4/22,13,18.9
9/4/22,14,22
9/4/22,15,19.8
9/4/22,16,22.3
9/4/22,17,21.3
9/4/22,18,21.1
9/4/22,19,21.2
9/4/22,20,21.2
9/4/22,21,19.7
9/4/22,22,18.5
9/4/22,23,18.3
10/4/22,0,18.1
10/4/22,1,17.7
10/4/22,2,17.3
10/4/22,3,17.2
10/4/22,4,17.4
10/4/22,5,17.1
10/4/22,6,17
10/4/22,7,16.7
10/4/22,8,16.7
10/4/22,9,16.6
10/4/22,10,16.8
10/4/22,11,17.8
10/4/22,12,19.4
10/4/22,13,21.4
10/4/22,14,22.6
10/4/22,15,24.4
10/4/22,16,25.6
10/4/22,17,26.5
10/4/22,18,26.8
10/4/22,19,24.1
10/4/22,20,22.7
10/4/22,21,21.9
10/4/22,22,21.2
10/4/22,23,20.8
11/4/22,0,21.3
11/4/22,1,21
11/4/22,2,21
11/4/22,3,20.5
11/4/22,4,20
11/4/22,5,20
11/4/22,6,19.7
11/4/22,7,18.7
11/4/22,8,17.6
11/4/22,9,17.1
11/4/22,10,17.3
11/4/22,11,17.2
11/4/22,12,17.5
11/4/22,13,17.8
11/4/22,14,18.1
11/4/22,15,18.5
11/4/22,16,19.1
11/4/22,17,19.3
11/4/22,18,20
11/4/22,19,20.2
11/4/22,20,20.2
11/4/22,21,20
11/4/22,22,19.6
11/4/22,23,19.2
12/4/22,0,18.9
12/4/22,1,18.3
12/4/22,2,18.5
12/4/22,3,18.1
12/4/22,4,18.2
12/4/22,5,17.8
12/4/22,6,17.7
12/4/22,7,17.4
12/4/22,8,17.6
12/4/22,9,17.5
12/4/22,10,17.7
12/4/22,11,18.1
12/4/22,12,18.3
12/4/22,13,18.8
12/4/22,14,18.4
12/4/22,15,18
12/4/22,16,19.1
12/4/22,17,19.1
12/4/22,18,20.8
12/4/22,19,21.2
12/4/22,20,20.8
12/4/22,21,19.7
12/4/22,22,18.8
12/4/22,23,18.2
13/04/2022,0,18
13/04/2022,1,18.3
13/04/2022,2,18.4
13/04/2022,3,18.3
13/04/2022,4,18.4
13/04/2022,5,18.3
13/04/2022,6,17.8
13/04/2022,7,17.7
13/04/2022,8,17.6
13/04/2022,9,17.4
13/04/2022,10,17.6
13/04/2022,11,17.7
13/04/2022,12,18.4
13/04/2022,13,18.7
13/04/2022,14,19.4
13/04/2022,15,20.2
13/04/2022,16,21.3
13/04/2022,17,19.9
13/04/2022,18,20.2
13/04/2022,19,19.3
13/04/2022,20,17.3
13/04/2022,21,16.8
13/04/2022,22,16.2
13/04/2022,23,15.9
14/04/2022,0,15.3
14/04/2022,1,15.1
14/04/2022,2,15.2
14/04/2022,3,15
14/04/2022,4,14.6
14/04/2022,5,14.5
14/04/2022,6,13.8
14/04/2022,7,13.3
14/04/2022,8,12.6
14/04/2022,9,12.6
14/04/2022,10,13
14/04/2022,11,13.3
14/04/2022,12,13.9
14/04/2022,13,14.6
14/04/2022,14,15.1
14/04/2022,15,15.3
14/04/2022,16,16.8
14/04/2022,17,17.2
14/04/2022,18,16.4
14/04/2022,19,16.3
14/04/2022,20,15.4
14/04/2022,21,14.2
14/04/2022,22,13.1
14/04/2022,23,12.8
15/04/2022,0,12.5
15/04/2022,1,11.8
15/04/2022,2,11.7
15/04/2022,3,11.5
15/04/2022,4,11
15/04/2022,5,9.1
15/04/2022,6,9.7
15/04/2022,7,8.7
15/04/2022,8,8.1
15/04/2022,9,7.9
15/04/2022,10,8.7
15/04/2022,11,9.4
15/04/2022,12,9.3
15/04/2022,13,11.1
15/04/2022,14,13.8
15/04/2022,15,16.2
15/04/2022,16,15.5
15/04/2022,17,15.8
15/04/2022,18,16
15/04/2022,19,15.7
15/04/2022,20,15
15/04/2022,21,13.8
15/04/2022,22,13.4
15/04/2022,23,13.1
16/04/2022,0,12.8
16/04/2022,1,12.4
16/04/2022,2,11.8
16/04/2022,3,11.5
16/04/2022,4,11.2
16/04/2022,5,10.8
16/04/2022,6,10
16/04/2022,7,9.9
16/04/2022,8,10.3
16/04/2022,9,10.3
16/04/2022,10,9.8
16/04/2022,11,10.6
16/04/2022,12,12.3
16/04/2022,13,14.8
16/04/2022,14,16.3
16/04/2022,15,16.2
16/04/2022,16,16.9
16/04/2022,17,16.9
16/04/2022,18,17.5
16/04/2022,19,17
16/04/2022,20,16.5
16/04/2022,21,15.5
16/04/2022,22,14.7
16/04/2022,23,14.5
17/04/2022,0,14
17/04/2022,1,13.5
17/04/2022,2,12.9
17/04/2022,3,12.9
17/04/2022,4,12.2
17/04/2022,5,11
17/04/2022,6,12
17/04/2022,7,11
17/04/2022,8,11.1
17/04/2022,9,10.9
17/04/2022,10,11.5
17/04/2022,11,12.9
17/04/2022,12,14.4
17/04/2022,13,16.7
17/04/2022,14,18.5
17/04/2022,15,19.4
17/04/2022,16,19.7
17/04/2022,17,19.8
17/04/2022,18,20.7
17/04/2022,19,19.1
17/04/2022,20,18.2
17/04/2022,21,17
17/04/2022,22,16.1
17/04/2022,23,15.9
18/04/2022,0,15.6
18/04/2022,1,15.1
18/04/2022,2,14.9
18/04/2022,3,14.7
18/04/2022,4,14.4
18/04/2022,5,14.1
18/04/2022,6,13.8
18/04/2022,7,13.3
18/04/2022,8,13.2
18/04/2022,9,13.2
18/04/2022,10,13.6
18/04/2022,11,14.1
18/04/2022,12,15.1
18/04/2022,13,18.1
18/04/2022,14,18.7
18/04/2022,15,20.2
18/04/2022,16,20.9
18/04/2022,17,22.5
18/04/2022,18,21.3
18/04/2022,19,20.5
18/04/2022,20,21.2
18/04/2022,21,18.8
18/04/2022,22,18
18/04/2022,23,17.6
19/04/2022,0,17.2
19/04/2022,1,16.5
19/04/2022,2,15.7
19/04/2022,3,15.6
19/04/2022,4,15.1
19/04/2022,5,14.5
19/04/2022,6,13.6
19/04/2022,7,13.3
19/04/2022,8,12.8
19/04/2022,9,12.5
19/04/2022,10,12.7
19/04/2022,11,14.5
19/04/2022,12,15.9
19/04/2022,13,17
19/04/2022,14,18.2
19/04/2022,15,20.8
19/04/2022,16,21.8
19/04/2022,17,23.2
19/04/2022,18,23.3
19/04/2022,19,21.8
19/04/2022,20,21.1
19/04/2022,21,19.5
19/04/2022,22,18.5
19/04/2022,23,18.2
20/04/2022,0,18.1
20/04/2022,1,17
20/04/2022,2,16.2
20/04/2022,3,16.1
20/04/2022,4,15.8
20/04/2022,5,15.2
20/04/2022,6,14.3
20/04/2022,7,14
20/04/2022,8,13.7
20/04/2022,9,13.4
20/04/2022,10,13.1
20/04/2022,11,14.7
20/04/2022,12,12.6
20/04/2022,13,14.4
20/04/2022,14,17.7
20/04/2022,15,19.6
20/04/2022,16,21.4
20/04/2022,17,22.7
20/04/2022,18,23.9
20/04/2022,19,24.1
20/04/2022,20,23.2
20/04/2022,21,19.9
20/04/2022,22,18.7
20/04/2022,23,18.5
21/04/2022,0,18.4
21/04/2022,1,17.5
21/04/2022,2,17.4
21/04/2022,3,16.4
21/04/2022,4,15.6
21/04/2022,5,14.8
21/04/2022,6,14.6
21/04/2022,7,14.2
21/04/2022,8,14.1
21/04/2022,9,13.7
21/04/2022,10,13.2
21/04/2022,11,14.5
21/04/2022,12,15.3
21/04/2022,13,18
21/04/2022,14,19.2
21/04/2022,15,22.3
21/04/2022,16,23.3
21/04/2022,17,23
21/04/2022,18,21.9
21/04/2022,19,21.8
21/04/2022,20,21.7
21/04/2022,21,19.6
21/04/2022,22,19.2
21/04/2022,23,19.4
22/04/2022,0,19
22/04/2022,1,18.6
22/04/2022,2,18
22/04/2022,3,17.7
22/04/2022,4,17.3
22/04/2022,5,16.8
22/04/2022,6,16
22/04/2022,7,15.7
22/04/2022,8,14.8
22/04/2022,9,14.1
22/04/2022,10,14
22/04/2022,11,14.9
22/04/2022,12,16.9
22/04/2022,13,19.1
22/04/2022,14,20.8
22/04/2022,15,21.8
22/04/2022,16,22.2
22/04/2022,17,21.4
22/04/2022,18,20.6
22/04/2022,19,19.8
22/04/2022,20,18.6
22/04/2022,21,17.9
22/04/2022,22,17.2
22/04/2022,23,17
23/04/2022,0,16.6
23/04/2022,1,16.2
23/04/2022,2,14.4
23/04/2022,3,14.3
23/04/2022,4,14.3
23/04/2022,5,14.4
23/04/2022,6,14.2
23/04/2022,7,14
23/04/2022,8,14.3
23/04/2022,9,13.8
23/04/2022,10,13.8
23/04/2022,11,14.2
23/04/2022,12,13
23/04/2022,13,13.1
23/04/2022,14,14
23/04/2022,15,15.5
23/04/2022,16,16.8
23/04/2022,17,17.2
23/04/2022,18,18.1
23/04/2022,19,18.4
23/04/2022,20,17.8
23/04/2022,21,15.8
23/04/2022,22,13.7
23/04/2022,23,13.7
24/04/2022,0,13.4
24/04/2022,1,12.7
24/04/2022,2,12.6
24/04/2022,3,12.3
24/04/2022,4,11.9
24/04/2022,5,11.3
24/04/2022,6,11.3
24/04/2022,7,10.5
24/04/2022,8,9.8
24/04/2022,9,9.8
24/04/2022,10,10.1
24/04/2022,11,11.3
24/04/2022,12,12.9
24/04/2022,13,15.3
24/04/2022,14,18.5
24/04/2022,15,20.6
24/04/2022,16,22.9
24/04/2022,17,23.8
24/04/2022,18,24.9
24/04/2022,19,25.3
24/04/2022,20,24.8
24/04/2022,21,23.4
24/04/2022,22,22.4
24/04/2022,23,21.6
25/04/2022,0,21.2
25/04/2022,1,20.1
25/04/2022,2,19
25/04/2022,3,17.9
25/04/2022,4,17.5
25/04/2022,5,17.1
25/04/2022,6,16.6
25/04/2022,7,16.6
25/04/2022,8,15.9
25/04/2022,9,16
25/04/2022,10,15.9
25/04/2022,11,16.7
25/04/2022,12,17.8
25/04/2022,13,19.7
25/04/2022,14,21.7
25/04/2022,15,23
25/04/2022,16,24.2
25/04/2022,17,25.1
25/04/2022,18,26.1
25/04/2022,19,26.4
25/04/2022,20,25.4
25/04/2022,21,24.8
25/04/2022,22,24.5
25/04/2022,23,24.3
26/04/2022,0,20.5
26/04/2022,1,18.1
26/04/2022,2,17.4
26/04/2022,3,17.2
26/04/2022,4,17
26/04/2022,5,17.2
26/04/2022,6,17.1
26/04/2022,7,17.2
26/04/2022,8,17.1
26/04/2022,9,17.1
26/04/2022,10,17.7
26/04/2022,11,17.9
26/04/2022,12,18
26/04/2022,13,18.2
26/04/2022,14,18.5
26/04/2022,15,19.1
26/04/2022,16,19.9
26/04/2022,17,20.5
26/04/2022,18,20.1
26/04/2022,19,19.2
26/04/2022,20,19.5
26/04/2022,21,19.6
26/04/2022,22,19.2
26/04/2022,23,19.1
27/04/2022,0,19.9
27/04/2022,1,19.7
27/04/2022,2,20.1
27/04/2022,3,19.9
27/04/2022,4,19.8
27/04/2022,5,19.9
27/04/2022,6,20
27/04/2022,7,20
27/04/2022,8,20.6
27/04/2022,9,20.4
27/04/2022,10,20.4
27/04/2022,11,21.3
27/04/2022,12,22.5
27/04/2022,13,23.6
27/04/2022,14,25.5
27/04/2022,15,27.6
27/04/2022,16,28.8
27/04/2022,17,28.8
27/04/2022,18,29.7
27/04/2022,19,29.4
27/04/2022,20,28.6
27/04/2022,21,27.4
27/04/2022,22,26.6
27/04/2022,23,25.9
28/04/2022,0,25.6
28/04/2022,1,25.6
28/04/2022,2,24.7
28/04/2022,3,24.4
28/04/2022,4,23.3
28/04/2022,5,22.4
28/04/2022,6,22.1
28/04/2022,7,21.3
28/04/2022,8,21.2
28/04/2022,9,21
28/04/2022,10,20.7
28/04/2022,11,21.3
28/04/2022,12,22.2
28/04/2022,13,24.3
28/04/2022,14,25.4
28/04/2022,15,15.9
28/04/2022,16,14.4
28/04/2022,17,14.4
28/04/2022,18,14.3
28/04/2022,19,14.4
28/04/2022,20,14.7
28/04/2022,21,14.8
28/04/2022,22,14.8
28/04/2022,23,14.7
29/04/2022,0,14.8
29/04/2022,1,14.7
29/04/2022,2,14.4
29/04/2022,3,14.2
29/04/2022,4,14
29/04/2022,5,13.7
29/04/2022,6,13.2
29/04/2022,7,12.5
29/04/2022,8,12.1
29/04/2022,9,12.1
29/04/2022,10,11.6
29/04/2022,11,12.1
29/04/2022,12,13.6
29/04/2022,13,14.5
29/04/2022,14,15
29/04/2022,15,16.7
29/04/2022,16,17.3
29/04/2022,17,19
29/04/2022,18,18.3
29/04/2022,19,17
29/04/2022,20,15.7
29/04/2022,21,13.9
29/04/2022,22,12.9
29/04/2022,23,12
30/04/2022,0,11.7
30/04/2022,1,10.9
30/04/2022,2,10.9
30/04/2022,3,10.7
30/04/2022,4,10.4
30/04/2022,5,10.4
30/04/2022,6,10.2
30/04/2022,7,10.3
30/04/2022,8,11
30/04/2022,9,11.7
30/04/2022,10,12.1
30/04/2022,11,12.5
30/04/2022,12,15.5
30/04/2022,13,17.6
30/04/2022,14,17.4
30/04/2022,15,16.5
30/04/2022,16,17.6
30/04/2022,17,17.6
30/04/2022,18,16.8
30/04/2022,19,16.5
30/04/2022,20,15.5
30/04/2022,21,15.4
30/04/2022,22,15.4
30/04/2022,23,15.4
1/5/22,0,14.7
1/5/22,1,15.1
1/5/22,2,14.7
1/5/22,3,15.4
1/5/22,4,15.4
1/5/22,5,14.7
1/5/22,6,14.6
1/5/22,7,14.3
1/5/22,8,14.1
1/5/22,9,13.9
1/5/22,10,13.7
1/5/22,11,13.9
1/5/22,12,14.1
1/5/22,13,14.2
1/5/22,14,14.3
1/5/22,15,14.9
1/5/22,16,16
1/5/22,17,15.9
1/5/22,18,15.6
1/5/22,19,15.5
1/5/22,20,15.1
1/5/22,21,15
1/5/22,22,14.9
1/5/22,23,15
2/5/22,0,14.9
2/5/22,1,14.8
2/5/22,2,14.6
2/5/22,3,14.4
2/5/22,4,14.4
2/5/22,5,14.2
2/5/22,6,14.2
2/5/22,7,13.7
2/5/22,8,13.4
2/5/22,9,12.8
2/5/22,10,12.7
2/5/22,11,12.4
2/5/22,12,11.7
2/5/22,13,12
2/5/22,14,12.6
2/5/22,15,11.5
2/5/22,16,11.6
2/5/22,17,11.4
2/5/22,18,11.2
2/5/22,19,11.5
2/5/22,20,11.8
2/5/22,21,12
2/5/22,22,12.2
2/5/22,23,12.6
3/5/22,0,12.1
3/5/22,1,12.1
3/5/22,2,12
3/5/22,3,12.2
3/5/22,4,12.7
3/5/22,5,12.7
3/5/22,6,12.7
3/5/22,7,13.2
3/5/22,8,13.4
3/5/22,9,13.6
3/5/22,10,13.9
3/5/22,11,13.6
3/5/22,12,12.8
3/5/22,13,12.9
3/5/22,14,13.3
3/5/22,15,13.6
3/5/22,16,14.1
3/5/22,17,14
3/5/22,18,14.2
3/5/22,19,14.4
3/5/22,20,14.1
3/5/22,21,13.8
3/5/22,22,13.6
3/5/22,23,13.9
4/5/22,0,13.8
4/5/22,1,13.6
4/5/22,2,13.9
4/5/22,3,14
4/5/22,4,14.1
4/5/22,5,14.3
4/5/22,6,14.5
4/5/22,7,14.6
4/5/22,8,14.4
4/5/22,9,14.5
4/5/22,10,14.5
4/5/22,11,14.6
4/5/22,12,15
4/5/22,13,15.5
4/5/22,14,16.5
4/5/22,15,17.4
4/5/22,16,16.5
4/5/22,17,16.6
4/5/22,18,17
4/5/22,19,16.6
4/5/22,20,15.9
4/5/22,21,15.9
4/5/22,22,15.7
4/5/22,23,15.5
5/5/22,0,15.2
5/5/22,1,15.1
5/5/22,2,14.7
5/5/22,3,14.6
5/5/22,4,14.3
5/5/22,5,13.8
5/5/22,6,13.6
5/5/22,7,12.8
5/5/22,8,13.1
5/5/22,9,13.1
5/5/22,10,13
5/5/22,11,13.4
5/5/22,12,14.1
5/5/22,13,15
5/5/22,14,15.3
5/5/22,15,16.2
5/5/22,16,15.9
5/5/22,17,16.7
5/5/22,18,17.3
5/5/22,19,16.9
5/5/22,20,15.5
5/5/22,21,14.2
5/5/22,22,14
5/5/22,23,13.6
6/5/22,0,13.3
6/5/22,1,13
6/5/22,2,12.7
6/5/22,3,12.4
6/5/22,4,12
6/5/22,5,11.5
6/5/22,6,11.2
6/5/22,7,10.4
6/5/22,8,10.3
6/5/22,9,8.6
6/5/22,10,9.2
6/5/22,11,8.5
6/5/22,12,10.2
6/5/22,13,10.6
6/5/22,14,15.6
6/5/22,15,16.4
6/5/22,16,17.3
6/5/22,17,17.4
6/5/22,18,17.7
6/5/22,19,16.7
6/5/22,20,15.8
6/5/22,21,13.7
6/5/22,22,13
6/5/22,23,13
7/5/22,0,12.7
7/5/22,1,12.6
7/5/22,2,12.4
7/5/22,3,11.4
7/5/22,4,11.1
7/5/22,5,11.1
7/5/22,6,11.1
7/5/22,7,10.8
7/5/22,8,10.6
7/5/22,9,10.2
7/5/22,10,10.3
7/5/22,11,10.6
7/5/22,12,11.1
7/5/22,13,11.4
7/5/22,14,12.7
7/5/22,15,14.1
7/5/22,16,17
7/5/22,17,18.5
7/5/22,18,18.5
7/5/22,19,18.5
7/5/22,20,17.5
7/5/22,21,15.1
7/5/22,22,13.9
7/5/22,23,14.1
8/5/22,0,13.6
8/5/22,1,13.5
8/5/22,2,12.7
8/5/22,3,12
8/5/22,4,11.7
8/5/22,5,11.7
8/5/22,6,11.2
8/5/22,7,10.7
8/5/22,8,9.7
8/5/22,9,9.4
8/5/22,10,9.5
8/5/22,11,10.7
8/5/22,12,12.1
8/5/22,13,13.7
8/5/22,14,15.2
8/5/22,15,17
8/5/22,16,18.1
8/5/22,17,19.2
8/5/22,18,20.3
8/5/22,19,20.7
8/5/22,20,20.2
8/5/22,21,16.8
8/5/22,22,16
8/5/22,23,15.3
9/5/22,0,14.9
9/5/22,1,14.8
9/5/22,2,14.2
9/5/22,3,13.6
9/5/22,4,13.2
9/5/22,5,12.6
9/5/22,6,12.7
9/5/22,7,11.9
9/5/22,8,11.5
9/5/22,9,11.4
9/5/22,10,10.7
9/5/22,11,12.5
9/5/22,12,14.2
9/5/22,13,15.7
9/5/22,14,16.2
9/5/22,15,18.4
9/5/22,16,19.2
9/5/22,17,20.1
9/5/22,18,19.5
9/5/22,19,20.6
9/5/22,20,19
9/5/22,21,16.8
9/5/22,22,17.4
9/5/22,23,17
10/5/22,0,16.8
10/5/22,1,16.6
10/5/22,2,16
10/5/22,3,15.9
10/5/22,4,15
10/5/22,5,14.8
10/5/22,6,14.3
10/5/22,7,13.9
10/5/22,8,13.7
10/5/22,9,13.8
10/5/22,10,14.3
10/5/22,11,14.8
10/5/22,12,15.1
10/5/22,13,15.4
10/5/22,14,16.3
10/5/22,15,16.5
10/5/22,16,16.7
10/5/22,17,16.1
10/5/22,18,16.3
10/5/22,19,15.6
10/5/22,20,15.7
10/5/22,21,15.7
10/5/22,22,15.3
10/5/22,23,15.6
11/5/22,0,15.6
11/5/22,1,15.1
11/5/22,2,15.3
11/5/22,3,14.6
11/5/22,4,14.1
11/5/22,5,13.8
11/5/22,6,13.8
11/5/22,7,13.7
11/5/22,8,13.4
11/5/22,9,13.4
11/5/22,10,13.5
11/5/22,11,13.6
11/5/22,12,14
11/5/22,13,14.2
11/5/22,14,14.4
11/5/22,15,15.5
11/5/22,16,13.8
11/5/22,17,14.5
11/5/22,18,14.7
11/5/22,19,14.3
11/5/22,20,13.9
11/5/22,21,13.5
11/5/22,22,13.1
11/5/22,23,12.4
12/5/22,0,12.7
12/5/22,1,12.6
12/5/22,2,12.7
12/5/22,3,12.3
12/5/22,4,11.6
12/5/22,5,11
12/5/22,6,11
12/5/22,7,11.1
12/5/22,8,11.2
12/5/22,9,11
12/5/22,10,10.9
12/5/22,11,10.9
12/5/22,12,11.7
12/5/22,13,14
12/5/22,14,14.8
12/5/22,15,14
12/5/22,16,15.1
12/5/22,17,15.1
12/5/22,18,14.7
12/5/22,19,15.5
12/5/22,20,14.2
12/5/22,21,12.8
12/5/22,22,11.8
12/5/22,23,11.9
13/05/2022,0,11.7
13/05/2022,1,11.6
13/05/2022,2,10.7
13/05/2022,3,10.3
13/05/2022,4,9.5
13/05/2022,5,9.4
13/05/2022,6,8.9
13/05/2022,7,8.6
13/05/2022,8,7.8
13/05/2022,9,8.8
13/05/2022,10,8
13/05/2022,11,9.8
13/05/2022,12,10.6
13/05/2022,13,11.1
13/05/2022,14,11.5
13/05/2022,15,10.9
13/05/2022,16,12.9
13/05/2022,17,15.9
13/05/2022,18,17.1
13/05/2022,19,17.8
13/05/2022,20,17
13/05/2022,21,15
13/05/2022,22,13.9
13/05/2022,23,13
14/05/2022,0,12.7
14/05/2022,1,12.3
14/05/2022,2,12.3
14/05/2022,3,12.9
14/05/2022,4,12.3
14/05/2022,5,12.4
14/05/2022,6,11.9
14/05/2022,7,11.5
14/05/2022,8,11.3
14/05/2022,9,12
14/05/2022,10,12.2
14/05/2022,11,13
14/05/2022,12,14.7
14/05/2022,13,15.2
14/05/2022,14,15.9
14/05/2022,15,16.7
14/05/2022,16,16.4
14/05/2022,17,15.7
14/05/2022,18,14.1
14/05/2022,19,13.9
14/05/2022,20,14.1
14/05/2022,21,14.1
14/05/2022,22,14.5
14/05/2022,23,14.2
15/05/2022,0,14.3
15/05/2022,1,14.5
15/05/2022,2,14.3
15/05/2022,3,14.4
15/05/2022,4,14.3
15/05/2022,5,14.3
15/05/2022,6,14.3
15/05/2022,7,14.2
15/05/2022,8,14.1
15/05/2022,9,13.9
15/05/2022,10,14
15/05/2022,11,14.2
15/05/2022,12,14.3
15/05/2022,13,14.5
15/05/2022,14,14.2
15/05/2022,15,14.5
15/05/2022,16,14.1
15/05/2022,17,14.1
15/05/2022,18,13.9
15/05/2022,19,13.7
15/05/2022,20,13.1
15/05/2022,21,12.9
15/05/2022,22,12.7
15/05/2022,23,12.3
16/05/2022,0,11.9
16/05/2022,1,11
16/05/2022,2,10.6
16/05/2022,3,10.8
16/05/2022,4,10.7
16/05/2022,5,10.3
16/05/2022,6,9.2
16/05/2022,7,8.5
16/05/2022,8,8.1
16/05/2022,9,7
16/05/2022,10,6.1
16/05/2022,11,6.1
16/05/2022,12,7.1
16/05/2022,13,7.5
16/05/2022,14,8.9
16/05/2022,15,9
16/05/2022,16,10.3
16/05/2022,17,10.9
16/05/2022,18,10.4
16/05/2022,19,9.9
16/05/2022,20,9.2
16/05/2022,21,8.5
16/05/2022,22,7.9
16/05/2022,23,8
17/05/2022,0,8
17/05/2022,1,7.6
17/05/2022,2,7.2
17/05/2022,3,7.4
17/05/2022,4,7.1
17/05/2022,5,6.6
17/05/2022,6,6.4
17/05/2022,7,6.3
17/05/2022,8,6.2
17/05/2022,9,6.2
17/05/2022,10,6.3
17/05/2022,11,6.4
17/05/2022,12,6.5
17/05/2022,13,6.6
17/05/2022,14,8
17/05/2022,15,7.3
17/05/2022,16,8.3
17/05/2022,17,8.8
17/05/2022,18,7.6
17/05/2022,19,7.2
17/05/2022,20,7
17/05/2022,21,5.7
17/05/2022,22,5.2
17/05/2022,23,5
18/05/2022,0,5.4
18/05/2022,1,5.6
18/05/2022,2,6
18/05/2022,3,6.5
18/05/2022,4,7.1
18/05/2022,5,7.6
18/05/2022,6,8.5
18/05/2022,7,8.9
18/05/2022,8,8.5
18/05/2022,9,8.7
18/05/2022,10,8.6
18/05/2022,11,8.7
18/05/2022,12,8.9
18/05/2022,13,9.2
18/05/2022,14,9.9
18/05/2022,15,10.4
18/05/2022,16,11.1
18/05/2022,17,11.1
18/05/2022,18,12.7
18/05/2022,19,12.3
18/05/2022,20,11.3
18/05/2022,21,10.5
18/05/2022,22,9.8
18/05/2022,23,9.8
19/05/2022,0,9.7
19/05/2022,1,9.6
19/05/2022,2,9.3
19/05/2022,3,9.3
19/05/2022,4,9
19/05/2022,5,8.9
19/05/2022,6,8.8
19/05/2022,7,8.6
19/05/2022,8,8.6
19/05/2022,9,8.6
19/05/2022,10,8.5
19/05/2022,11,8.9
19/05/2022,12,8.7
19/05/2022,13,8.7
19/05/2022,14,9
19/05/2022,15,9.2
19/05/2022,16,10.1
19/05/2022,17,11.1
19/05/2022,18,11.7
19/05/2022,19,11.6
19/05/2022,20,11.2
19/05/2022,21,9.4
19/05/2022,22,9.3
19/05/2022,23,8.7
20/05/2022,0,8.5
20/05/2022,1,8.2
20/05/2022,2,8.3
20/05/2022,3,7.9
20/05/2022,4,7.8
20/05/2022,5,7.3
20/05/2022,6,7.1
20/05/2022,7,6.8
20/05/2022,8,6.3
20/05/2022,9,6
20/05/2022,10,6.3
20/05/2022,11,6.4
20/05/2022,12,6.7
20/05/2022,13,7
20/05/2022,14,7.2
20/05/2022,15,8.3
20/05/2022,16,9.6
20/05/2022,17,12.4
20/05/2022,18,12.7
20/05/2022,19,13.2
20/05/2022,20,12.5
20/05/2022,21,9.9
20/05/2022,22,10.6
20/05/2022,23,10.1
21/05/2022,0,9.9
21/05/2022,1,9.3
21/05/2022,2,8.7
21/05/2022,3,8.1
21/05/2022,4,7.5
21/05/2022,5,6.9
21/05/2022,6,6.7
21/05/2022,7,6.7
21/05/2022,8,6.6
21/05/2022,9,6.6
21/05/2022,10,6.1
21/05/2022,11,5.5
21/05/2022,12,6.6
21/05/2022,13,9.6
21/05/2022,14,12.2
21/05/2022,15,14.1
21/05/2022,16,15.4
21/05/2022,17,15.4
21/05/2022,18,16.8
21/05/2022,19,16.5
21/05/2022,20,15.6
21/05/2022,21,13.8
21/05/2022,22,13.5
21/05/2022,23,13.2
22/05/2022,0,13.1
22/05/2022,1,11.4
